name,type,start_time,duration,"data","error"
"Async TX","data",1.155219,0.000082,"l",
"Async TX","data",1.155306,0.000082,"=",
"Async TX","data",1.155393,0.000082,"1",
"Async TX","data",1.1554795,0.000082,"ÿ",
"Async TX","data",1.1555665,0.000082,"ÿ",
"Async TX","data",1.155653,0.000082,"ÿ",
"Async TX","data",1.15574,0.000082,"t",
"Async TX","data",1.155827,0.000082,"0",
"Async TX","data",1.1559135,0.000082,".",
"Async TX","data",1.1560005,0.000082,"t",
"Async TX","data",1.156087,0.000082,"x",
"Async TX","data",1.156174,0.000082,"t",
"Async TX","data",1.156261,0.000082,"=",
"Async TX","data",1.1563475,0.000082,"""",
"Async TX","data",1.1564345,0.000082,"1",
"Async TX","data",1.156521,0.000082,"%",
"Async TX","data",1.156608,0.000082,"""",
"Async TX","data",1.156695,0.000082,"ÿ",
"Async TX","data",1.1567815,0.000082,"ÿ",
"Async TX","data",1.1568685,0.000082,"ÿ",
"Async TX","data",1.1773655,0.000082,"j",
"Async TX","data",1.177452,0.000082,"0",
"Async TX","data",1.177539,0.000082,".",
"Async TX","data",1.177626,0.000082,"v",
"Async TX","data",1.1777125,0.000082,"a",
"Async TX","data",1.1777995,0.000082,"l",
"Async TX","data",1.177886,0.000082,"=",
"Async TX","data",1.177973,0.000082,"2",
"Async TX","data",1.1780595,0.000082,"ÿ",
"Async TX","data",1.1781465,0.000082,"ÿ",
"Async TX","data",1.1782335,0.000082,"ÿ",
"Async TX","data",1.17832,0.000082,"t",
"Async TX","data",1.178407,0.000082,"0",
"Async TX","data",1.1784935,0.000082,".",
"Async TX","data",1.1785805,0.000082,"t",
"Async TX","data",1.178667,0.000082,"x",
"Async TX","data",1.178754,0.000082,"t",
"Async TX","data",1.1788405,0.000082,"=",
"Async TX","data",1.1789275,0.000082,"""",
"Async TX","data",1.1790145,0.000082,"2",
"Async TX","data",1.179101,0.000082,"%",
"Async TX","data",1.179188,0.000082,"""",
"Async TX","data",1.1792745,0.000082,"ÿ",
"Async TX","data",1.1793615,0.000082,"ÿ",
"Async TX","data",1.179448,0.000082,"ÿ",
"Async TX","data",1.19995,0.000082,"j",
"Async TX","data",1.200037,0.000082,"0",
"Async TX","data",1.200124,0.000082,".",
"Async TX","data",1.2002105,0.000082,"v",
"Async TX","data",1.2002975,0.000082,"a",
"Async TX","data",1.200384,0.000082,"l",
"Async TX","data",1.200471,0.000082,"=",
"Async TX","data",1.2005575,0.000082,"3",
"Async TX","data",1.2006445,0.000082,"ÿ",
"Async TX","data",1.2007315,0.000082,"ÿ",
"Async TX","data",1.200818,0.000082,"ÿ",
"Async TX","data",1.200905,0.000082,"t",
"Async TX","data",1.2009915,0.000082,"0",
"Async TX","data",1.2010785,0.000082,".",
"Async TX","data",1.201165,0.000082,"t",
"Async TX","data",1.201252,0.000082,"x",
"Async TX","data",1.201339,0.000082,"t",
"Async TX","data",1.2014255,0.000082,"=",
"Async TX","data",1.2015125,0.000082,"""",
"Async TX","data",1.201599,0.000082,"3",
"Async TX","data",1.201686,0.000082,"%",
"Async TX","data",1.2017725,0.000082,"""",
"Async TX","data",1.2018595,0.000082,"ÿ",
"Async TX","data",1.201946,0.000082,"ÿ",
"Async TX","data",1.202033,0.000082,"ÿ",
"Async TX","data",1.222531,0.000082,"j",
"Async TX","data",1.2226175,0.000082,"0",
"Async TX","data",1.2227045,0.000082,".",
"Async TX","data",1.2227915,0.000082,"v",
"Async TX","data",1.222878,0.000082,"a",
"Async TX","data",1.222965,0.000082,"l",
"Async TX","data",1.2230515,0.000082,"=",
"Async TX","data",1.2231385,0.000082,"4",
"Async TX","data",1.223225,0.000082,"ÿ",
"Async TX","data",1.223312,0.000082,"ÿ",
"Async TX","data",1.2233985,0.000082,"ÿ",
"Async TX","data",1.2234855,0.000082,"t",
"Async TX","data",1.223572,0.000082,"0",
"Async TX","data",1.223659,0.000082,".",
"Async TX","data",1.2237455,0.000082,"t",
"Async TX","data",1.2238325,0.000082,"x",
"Async TX","data",1.2239195,0.000082,"t",
"Async TX","data",1.224006,0.000082,"=",
"Async TX","data",1.224093,0.000082,"""",
"Async TX","data",1.2241795,0.000082,"4",
"Async TX","data",1.2242665,0.000082,"%",
"Async TX","data",1.2243535,0.000082,"""",
"Async TX","data",1.22444,0.000082,"ÿ",
"Async TX","data",1.224527,0.000082,"ÿ",
"Async TX","data",1.2246135,0.000082,"ÿ",
"Async TX","data",1.245115,0.000082,"j",
"Async TX","data",1.245202,0.000082,"0",
"Async TX","data",1.2452885,0.000082,".",
"Async TX","data",1.2453755,0.000082,"v",
"Async TX","data",1.2454625,0.000082,"a",
"Async TX","data",1.245549,0.000082,"l",
"Async TX","data",1.245636,0.000082,"=",
"Async TX","data",1.2457225,0.000082,"5",
"Async TX","data",1.2458095,0.000082,"ÿ",
"Async TX","data",1.2458965,0.000082,"ÿ",
"Async TX","data",1.245983,0.000082,"ÿ",
"Async TX","data",1.24607,0.000082,"t",
"Async TX","data",1.2461565,0.000082,"0",
"Async TX","data",1.2462435,0.000082,".",
"Async TX","data",1.24633,0.000082,"t",
"Async TX","data",1.246417,0.000082,"x",
"Async TX","data",1.246504,0.000082,"t",
"Async TX","data",1.2465905,0.000082,"=",
"Async TX","data",1.2466775,0.000082,"""",
"Async TX","data",1.246764,0.000082,"5",
"Async TX","data",1.246851,0.000082,"%",
"Async TX","data",1.246938,0.000082,"""",
"Async TX","data",1.2470245,0.000082,"ÿ",
"Async TX","data",1.2471115,0.000082,"ÿ",
"Async TX","data",1.247198,0.000082,"ÿ",
"Async TX","data",1.2676975,0.000082,"j",
"Async TX","data",1.2677845,0.000082,"0",
"Async TX","data",1.2678715,0.000082,".",
"Async TX","data",1.267958,0.000082,"v",
"Async TX","data",1.268045,0.000082,"a",
"Async TX","data",1.2681315,0.000082,"l",
"Async TX","data",1.2682185,0.000082,"=",
"Async TX","data",1.2683055,0.000082,"6",
"Async TX","data",1.268392,0.000082,"ÿ",
"Async TX","data",1.268479,0.000082,"ÿ",
"Async TX","data",1.2685655,0.000082,"ÿ",
"Async TX","data",1.2686525,0.000082,"t",
"Async TX","data",1.268739,0.000082,"0",
"Async TX","data",1.268826,0.000082,".",
"Async TX","data",1.2689125,0.000082,"t",
"Async TX","data",1.2689995,0.000082,"x",
"Async TX","data",1.2690865,0.000082,"t",
"Async TX","data",1.269173,0.000082,"=",
"Async TX","data",1.26926,0.000082,"""",
"Async TX","data",1.2693465,0.000082,"6",
"Async TX","data",1.2694335,0.000082,"%",
"Async TX","data",1.2695205,0.000082,"""",
"Async TX","data",1.269607,0.000082,"ÿ",
"Async TX","data",1.269694,0.000082,"ÿ",
"Async TX","data",1.2697805,0.000082,"ÿ",
"Async TX","data",1.29028,0.000082,"j",
"Async TX","data",1.2903665,0.000082,"0",
"Async TX","data",1.2904535,0.000082,".",
"Async TX","data",1.29054,0.000082,"v",
"Async TX","data",1.290627,0.000082,"a",
"Async TX","data",1.2907135,0.000082,"l",
"Async TX","data",1.2908005,0.000082,"=",
"Async TX","data",1.2908875,0.000082,"7",
"Async TX","data",1.290974,0.000082,"ÿ",
"Async TX","data",1.291061,0.000082,"ÿ",
"Async TX","data",1.2911475,0.000082,"ÿ",
"Async TX","data",1.2912345,0.000082,"t",
"Async TX","data",1.2913215,0.000082,"0",
"Async TX","data",1.291408,0.000082,".",
"Async TX","data",1.291495,0.000082,"t",
"Async TX","data",1.2915815,0.000082,"x",
"Async TX","data",1.2916685,0.000082,"t",
"Async TX","data",1.2917555,0.000082,"=",
"Async TX","data",1.291842,0.000082,"""",
"Async TX","data",1.291929,0.000082,"7",
"Async TX","data",1.2920155,0.000082,"%",
"Async TX","data",1.2921025,0.000082,"""",
"Async TX","data",1.2921895,0.000082,"ÿ",
"Async TX","data",1.292276,0.000082,"ÿ",
"Async TX","data",1.292363,0.000082,"ÿ",
"Async TX","data",1.312864,0.000082,"j",
"Async TX","data",1.312951,0.000082,"0",
"Async TX","data",1.3130375,0.000082,".",
"Async TX","data",1.3131245,0.000082,"v",
"Async TX","data",1.3132115,0.000082,"a",
"Async TX","data",1.313298,0.000082,"l",
